experiment_id,experiment_name,model,fine_tuning,method,balancing,fold,train_file,validation_file,test_file,train_size,train_trace,train_no_trace,validation_size,validation_trace,validation_no_trace,test_size,test_trace,test_no_trace,accuracy,trace_precision,trace_recall,trace_f1,no_trace_precision,no_trace_recall,no_trace_f1,confusion_matrix,valid_predictions,invalid_predictions,metrics_file,predictions_file,config_file,output_dir,notes
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_02,data/qwen35_oversampling_10fold_cv/inner_splits/fold_02/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_02/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_02/test.jsonl,1830,915,915,170,68,102,189,76,113,0.91005291005291,0.9402985074626866,0.8289473684210527,0.8811188811188811,0.8934426229508197,0.9646017699115044,0.9276595744680851,"[[63, 13], [4, 109]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_02/fold_02_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_02/fold_02_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_02.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_02,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_03,data/qwen35_oversampling_10fold_cv/inner_splits/fold_03/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_03/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_03/test.jsonl,1830,915,915,170,68,102,189,76,113,0.91005291005291,0.9041095890410958,0.868421052631579,0.8859060402684564,0.9137931034482759,0.9380530973451328,0.925764192139738,"[[66, 10], [7, 106]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_03/fold_03_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_03/fold_03_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_03.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_03,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_04,data/qwen35_oversampling_10fold_cv/inner_splits/fold_04/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_04/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_04/test.jsonl,1830,915,915,170,68,102,189,76,113,0.8941798941798942,0.8589743589743589,0.881578947368421,0.8701298701298701,0.918918918918919,0.9026548672566371,0.9107142857142857,"[[67, 9], [11, 102]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_04/fold_04_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_04/fold_04_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_04.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_04,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_05,data/qwen35_oversampling_10fold_cv/inner_splits/fold_05/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_05/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_05/test.jsonl,1830,915,915,170,68,102,189,76,113,0.8941798941798942,0.9,0.8289473684210527,0.863013698630137,0.8907563025210085,0.9380530973451328,0.9137931034482759,"[[63, 13], [7, 106]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_05/fold_05_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_05/fold_05_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_05.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_05,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_06,data/qwen35_oversampling_10fold_cv/inner_splits/fold_06/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_06/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_06/test.jsonl,1830,915,915,170,68,102,189,76,113,0.9153439153439153,0.9411764705882353,0.8421052631578947,0.8888888888888888,0.9008264462809917,0.9646017699115044,0.9316239316239316,"[[64, 12], [4, 109]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_06/fold_06_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_06/fold_06_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_06.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_06,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_07,data/qwen35_oversampling_10fold_cv/inner_splits/fold_07/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_07/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_07/test.jsonl,1830,915,915,170,68,102,189,76,113,0.8518518518518519,0.9,0.7105263157894737,0.7941176470588235,0.8294573643410853,0.9469026548672567,0.8842975206611571,"[[54, 22], [6, 107]]",189,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_07/fold_07_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_07/fold_07_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_07.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_07,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_08,data/qwen35_oversampling_10fold_cv/inner_splits/fold_08/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_08/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_08/test.jsonl,1830,915,915,170,68,102,188,75,113,0.8829787234042553,0.9076923076923077,0.7866666666666666,0.8428571428571429,0.8699186991869918,0.9469026548672567,0.9067796610169492,"[[59, 16], [6, 107]]",188,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_08/fold_08_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_08/fold_08_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_08.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_08,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_09,data/qwen35_oversampling_10fold_cv/inner_splits/fold_09/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_09/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_09/test.jsonl,1830,915,915,170,68,102,188,75,113,0.9202127659574468,0.8846153846153846,0.92,0.9019607843137255,0.9454545454545454,0.9203539823008849,0.9327354260089686,"[[69, 6], [9, 104]]",188,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_09/fold_09_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_09/fold_09_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_09.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_09,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E1,Qwen3.5-9B QLoRA with oversampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random oversampling with replacement,fold_10,data/qwen35_oversampling_10fold_cv/inner_splits/fold_10/train_oversampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_10/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_10/test.jsonl,1830,915,915,170,68,102,188,75,113,0.9095744680851063,0.967741935483871,0.8,0.8759124087591241,0.8809523809523809,0.9823008849557522,0.9288702928870293,"[[60, 15], [2, 111]]",188,0,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_10/fold_10_metrics.json,results/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_10/fold_10_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_fold_10.yaml,outputs/qwen35_9b_qlora_oversampling_10fold_cv_inner_val/fold_10,Minority trace class was duplicated only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_01,data/qwen35_oversampling_10fold_cv/inner_splits/fold_01/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_01/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_01/test.jsonl,1226,613,613,170,68,102,189,76,113,0.8994708994708994,0.9130434782608695,0.8289473684210527,0.8689655172413793,0.8916666666666667,0.9469026548672567,0.9184549356223176,"[[63, 13], [6, 107]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_01/fold_01_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_01/fold_01_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_01.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_01,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_02,data/qwen35_oversampling_10fold_cv/inner_splits/fold_02/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_02/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_02/test.jsonl,1226,613,613,170,68,102,189,76,113,0.9153439153439153,0.9054054054054054,0.881578947368421,0.8933333333333333,0.9217391304347826,0.9380530973451328,0.9298245614035088,"[[67, 9], [7, 106]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_02/fold_02_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_02/fold_02_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_02.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_02,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_03,data/qwen35_oversampling_10fold_cv/inner_splits/fold_03/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_03/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_03/test.jsonl,1226,613,613,170,68,102,189,76,113,0.9047619047619048,0.9027777777777778,0.8552631578947368,0.8783783783783784,0.905982905982906,0.9380530973451328,0.9217391304347826,"[[65, 11], [7, 106]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_03/fold_03_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_03/fold_03_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_03.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_03,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_04,data/qwen35_oversampling_10fold_cv/inner_splits/fold_04/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_04/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_04/test.jsonl,1226,613,613,170,68,102,189,76,113,0.8835978835978836,0.8552631578947368,0.8552631578947368,0.8552631578947368,0.9026548672566371,0.9026548672566371,0.9026548672566371,"[[65, 11], [11, 102]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_04/fold_04_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_04/fold_04_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_04.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_04,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_05,data/qwen35_oversampling_10fold_cv/inner_splits/fold_05/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_05/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_05/test.jsonl,1226,613,613,170,68,102,189,76,113,0.9206349206349206,0.9295774647887324,0.868421052631579,0.8979591836734694,0.9152542372881356,0.9557522123893806,0.935064935064935,"[[66, 10], [5, 108]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_05/fold_05_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_05/fold_05_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_05.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_05,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_06,data/qwen35_oversampling_10fold_cv/inner_splits/fold_06/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_06/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_06/test.jsonl,1226,613,613,170,68,102,189,76,113,0.9259259259259259,0.8974358974358975,0.9210526315789473,0.9090909090909091,0.9459459459459459,0.9292035398230089,0.9375,"[[70, 6], [8, 105]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_06/fold_06_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_06/fold_06_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_06.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_06,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_07,data/qwen35_oversampling_10fold_cv/inner_splits/fold_07/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_07/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_07/test.jsonl,1226,613,613,170,68,102,189,76,113,0.8412698412698413,0.896551724137931,0.6842105263157895,0.7761194029850746,0.816793893129771,0.9469026548672567,0.8770491803278688,"[[52, 24], [6, 107]]",189,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_07/fold_07_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_07/fold_07_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_07.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_07,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_08,data/qwen35_oversampling_10fold_cv/inner_splits/fold_08/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_08/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_08/test.jsonl,1228,614,614,170,68,102,188,75,113,0.9148936170212766,0.8831168831168831,0.9066666666666666,0.8947368421052632,0.9369369369369369,0.9203539823008849,0.9285714285714286,"[[68, 7], [9, 104]]",188,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_08/fold_08_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_08/fold_08_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_08.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_08,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_09,data/qwen35_oversampling_10fold_cv/inner_splits/fold_09/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_09/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_09/test.jsonl,1228,614,614,170,68,102,188,75,113,0.8829787234042553,0.8192771084337349,0.9066666666666666,0.8607594936708861,0.9333333333333333,0.8672566371681416,0.8990825688073395,"[[68, 7], [15, 98]]",188,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_09/fold_09_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_09/fold_09_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_09.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_09,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E2,Qwen3.5-9B QLoRA with undersampling,Qwen/Qwen3.5-9B,Yes,QLoRA,random undersampling without replacement,fold_10,data/qwen35_oversampling_10fold_cv/inner_splits/fold_10/train_undersampled.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_10/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_10/test.jsonl,1228,614,614,170,68,102,188,75,113,0.8936170212765957,0.8571428571428571,0.88,0.868421052631579,0.918918918918919,0.9026548672566371,0.9107142857142857,"[[66, 9], [11, 102]]",188,0,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_10/fold_10_metrics.json,results/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_10/fold_10_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_undersampling_fold_10.yaml,outputs/qwen35_9b_qlora_undersampling_10fold_cv_inner_val/fold_10,Majority no_trace class was reduced only in inner_train. Validation and test remained untouched.
E3,Qwen3.5-9B QLoRA with imbalanced training,Qwen/Qwen3.5-9B,Yes,QLoRA,none / original imbalanced inner_train,fold_01,data/qwen35_oversampling_10fold_cv/inner_splits/fold_01/inner_train.jsonl,data/qwen35_oversampling_10fold_cv/inner_splits/fold_01/validation.jsonl,data/qwen35_oversampling_10fold_cv/folds/fold_01/test.jsonl,1528,613,915,170,68,102,189,76,113,0.8835978835978836,0.9354838709677419,0.7631578947368421,0.8405797101449275,0.8582677165354331,0.9646017699115044,0.9083333333333333,"[[58, 18], [4, 109]]",189,0,results/qwen35_9b_qlora_unbalanced_10fold_cv_inner_val/fold_01/fold_01_metrics.json,results/qwen35_9b_qlora_unbalanced_10fold_cv_inner_val/fold_01/fold_01_predictions.csv,src/integration/training_scripts/ft/config_qwen35_9b_10fold_cv_inner_val_unbalanced_fold_01.yaml,outputs/qwen35_9b_qlora_unbalanced_10fold_cv_inner_val/fold_01,Original imbalanced inner_train.jsonl was used without oversampling or undersampling. Validation and test remained untouched.
